Episode,Reward,Epsilon
0,-200.0,1.0
1,-200.0,1.0
2,-200.0,1.0
3,-200.0,1.0
4,-200.0,1.0
5,-200.0,1.0
6,-200.0,1.0
7,-200.0,1.0
8,-200.0,1.0
9,-200.0,1.0
10,-200.0,1.0
11,-200.0,1.0
12,-200.0,1.0
13,-200.0,1.0
14,-200.0,1.0
15,-200.0,1.0
16,-200.0,1.0
17,-200.0,1.0
18,-200.0,1.0
19,-200.0,1.0
20,-200.0,1.0
21,-200.0,1.0
22,-200.0,1.0
23,-200.0,1.0
24,-200.0,1.0
25,-200.0,1.0
26,-200.0,1.0
27,-200.0,1.0
28,-200.0,1.0
29,-200.0,1.0
30,-200.0,1.0
31,-200.0,1.0
32,-200.0,1.0
33,-200.0,1.0
34,-200.0,1.0
35,-200.0,1.0
36,-200.0,1.0
37,-200.0,1.0
38,-200.0,1.0
39,-200.0,1.0
40,-200.0,1.0
41,-200.0,1.0
42,-200.0,1.0
43,-200.0,1.0
44,-200.0,1.0
45,-200.0,1.0
46,-200.0,1.0
47,-200.0,1.0
48,-200.0,1.0
49,-200.0,1.0
50,-200.0,1.0
51,-200.0,1.0
52,-200.0,1.0
53,-200.0,1.0
54,-200.0,1.0
55,-200.0,1.0
56,-200.0,1.0
57,-200.0,1.0
58,-200.0,1.0
59,-200.0,1.0
60,-200.0,1.0
61,-200.0,1.0
62,-200.0,1.0
63,-200.0,1.0
64,-200.0,1.0
65,-200.0,1.0
66,-200.0,1.0
67,-200.0,1.0
68,-200.0,1.0
69,-200.0,1.0
70,-200.0,1.0
71,-200.0,1.0
72,-200.0,1.0
73,-200.0,1.0
74,-200.0,1.0
75,-200.0,1.0
76,-200.0,1.0
77,-200.0,1.0
78,-200.0,1.0
79,-200.0,1.0
80,-200.0,1.0
81,-200.0,1.0
82,-200.0,1.0
83,-200.0,1.0
84,-200.0,1.0
85,-200.0,1.0
86,-200.0,1.0
87,-200.0,1.0
88,-200.0,1.0
89,-200.0,1.0
90,-200.0,1.0
91,-200.0,1.0
92,-200.0,1.0
93,-200.0,1.0
94,-200.0,1.0
95,-200.0,1.0
96,-200.0,1.0
97,-200.0,1.0
98,-200.0,1.0
99,-200.0,1.0
100,-200.0,1.0
101,-200.0,1.0
102,-200.0,1.0
103,-200.0,1.0
104,-200.0,1.0
105,-200.0,1.0
106,-200.0,1.0
107,-200.0,1.0
108,-200.0,1.0
109,-200.0,1.0
110,-200.0,1.0
111,-200.0,1.0
112,-200.0,1.0
113,-200.0,1.0
114,-200.0,1.0
115,-200.0,1.0
116,-200.0,1.0
117,-200.0,1.0
118,-200.0,1.0
119,-200.0,1.0
120,-200.0,1.0
121,-200.0,1.0
122,-200.0,1.0
123,-200.0,1.0
124,-200.0,1.0
125,-200.0,1.0
126,-200.0,1.0
127,-200.0,1.0
128,-200.0,1.0
129,-200.0,1.0
130,-200.0,1.0
131,-200.0,1.0
132,-200.0,1.0
133,-200.0,1.0
134,-200.0,1.0
135,-200.0,1.0
136,-200.0,1.0
137,-200.0,1.0
138,-200.0,1.0
139,-200.0,1.0
140,-200.0,1.0
141,-200.0,1.0
142,-200.0,1.0
143,-200.0,1.0
144,-200.0,1.0
145,-200.0,1.0
146,-200.0,1.0
147,-200.0,1.0
148,-200.0,1.0
149,-200.0,1.0
150,-200.0,1.0
151,-200.0,1.0
152,-200.0,1.0
153,-200.0,1.0
154,-200.0,1.0
155,-200.0,1.0
156,-200.0,1.0
157,-200.0,1.0
158,-200.0,1.0
159,-200.0,1.0
160,-200.0,1.0
161,-200.0,1.0
162,-200.0,1.0
163,-200.0,1.0
164,-200.0,1.0
165,-200.0,1.0
166,-200.0,1.0
167,-200.0,1.0
168,-200.0,1.0
169,-200.0,1.0
170,-200.0,1.0
171,-200.0,1.0
172,-200.0,1.0
173,-200.0,1.0
174,-200.0,1.0
175,-200.0,1.0
176,-200.0,1.0
177,-200.0,1.0
178,-200.0,1.0
179,-200.0,1.0
180,-200.0,1.0
181,-200.0,1.0
182,-200.0,1.0
183,-200.0,1.0
184,-200.0,1.0
185,-200.0,1.0
186,-200.0,1.0
187,-200.0,1.0
188,-200.0,1.0
189,-200.0,1.0
190,-200.0,1.0
191,-200.0,1.0
192,-200.0,1.0
193,-200.0,1.0
194,-200.0,1.0
195,-200.0,1.0
196,-200.0,1.0
197,-200.0,1.0
198,-200.0,1.0
199,-200.0,1.0
200,-200.0,1.0
201,-200.0,1.0
202,-200.0,1.0
203,-200.0,1.0
204,-200.0,1.0
205,-200.0,1.0
206,-200.0,1.0
207,-200.0,1.0
208,-200.0,1.0
209,-200.0,1.0
210,-200.0,1.0
211,-200.0,1.0
212,-200.0,1.0
213,-200.0,1.0
214,-200.0,1.0
215,-200.0,1.0
216,-200.0,1.0
217,-200.0,1.0
218,-200.0,1.0
219,-200.0,1.0
220,-200.0,1.0
221,-200.0,1.0
222,-200.0,1.0
223,-200.0,1.0
224,-200.0,1.0
225,-200.0,1.0
226,-200.0,1.0
227,-200.0,1.0
228,-200.0,1.0
229,-200.0,1.0
230,-200.0,1.0
231,-200.0,1.0
232,-200.0,1.0
233,-200.0,1.0
234,-200.0,1.0
235,-200.0,1.0
236,-200.0,1.0
237,-200.0,1.0
238,-200.0,1.0
239,-200.0,1.0
240,-200.0,1.0
241,-200.0,1.0
242,-200.0,1.0
243,-200.0,1.0
244,-200.0,1.0
245,-200.0,1.0
246,-200.0,1.0
247,-200.0,1.0
248,-200.0,1.0
249,-200.0,1.0
250,-200.0,1.0
251,-200.0,1.0
252,-200.0,1.0
253,-200.0,1.0
254,-200.0,1.0
255,-200.0,1.0
256,-200.0,1.0
257,-200.0,1.0
258,-200.0,1.0
259,-200.0,1.0
260,-200.0,1.0
261,-200.0,1.0
262,-200.0,1.0
263,-200.0,1.0
264,-200.0,1.0
265,-200.0,1.0
266,-200.0,1.0
267,-200.0,1.0
268,-200.0,1.0
269,-200.0,1.0
270,-200.0,1.0
271,-200.0,1.0
272,-200.0,1.0
273,-200.0,1.0
274,-200.0,1.0
275,-200.0,1.0
276,-200.0,1.0
277,-200.0,1.0
278,-200.0,1.0
279,-200.0,1.0
280,-200.0,1.0
281,-200.0,1.0
282,-200.0,1.0
283,-200.0,1.0
284,-200.0,1.0
285,-200.0,1.0
286,-200.0,1.0
287,-200.0,1.0
288,-200.0,1.0
289,-200.0,1.0
290,-200.0,1.0
291,-200.0,1.0
292,-200.0,1.0
293,-200.0,1.0
294,-200.0,1.0
295,-200.0,1.0
296,-200.0,1.0
297,-200.0,1.0
298,-200.0,1.0
299,-200.0,1.0
300,-200.0,1.0
301,-200.0,1.0
302,-200.0,1.0
303,-200.0,1.0
304,-200.0,1.0
305,-200.0,1.0
306,-200.0,1.0
307,-200.0,1.0
308,-200.0,1.0
309,-200.0,1.0
310,-200.0,1.0
311,-200.0,1.0
312,-200.0,1.0
313,-200.0,1.0
314,-200.0,1.0
315,-200.0,1.0
316,-200.0,1.0
317,-200.0,1.0
318,-200.0,1.0
319,-200.0,1.0
320,-200.0,1.0
321,-200.0,1.0
322,-200.0,1.0
323,-200.0,1.0
324,-200.0,1.0
325,-200.0,1.0
326,-200.0,1.0
327,-200.0,1.0
328,-200.0,1.0
329,-200.0,1.0
330,-200.0,1.0
331,-200.0,1.0
332,-200.0,1.0
333,-200.0,1.0
334,-200.0,1.0
335,-200.0,1.0
336,-200.0,1.0
337,-200.0,1.0
338,-200.0,1.0
339,-200.0,1.0
340,-200.0,1.0
341,-200.0,1.0
342,-200.0,1.0
343,-200.0,1.0
344,-200.0,1.0
345,-200.0,1.0
346,-200.0,1.0
347,-200.0,1.0
348,-200.0,1.0
349,-200.0,1.0
350,-200.0,1.0
351,-200.0,1.0
352,-200.0,1.0
353,-200.0,1.0
354,-200.0,1.0
355,-200.0,1.0
356,-200.0,1.0
357,-200.0,1.0
358,-200.0,1.0
359,-200.0,1.0
360,-200.0,1.0
361,-200.0,1.0
362,-200.0,1.0
363,-200.0,1.0
364,-200.0,1.0
365,-200.0,1.0
366,-200.0,1.0
367,-200.0,1.0
368,-200.0,1.0
369,-200.0,1.0
370,-200.0,1.0
371,-200.0,1.0
372,-200.0,1.0
373,-200.0,1.0
374,-200.0,1.0
375,-200.0,1.0
376,-200.0,1.0
377,-200.0,1.0
378,-200.0,1.0
379,-200.0,1.0
380,-200.0,1.0
381,-200.0,1.0
382,-200.0,1.0
383,-200.0,1.0
384,-200.0,1.0
385,-200.0,1.0
386,-200.0,1.0
387,-200.0,1.0
388,-200.0,1.0
389,-200.0,1.0
390,-200.0,1.0
391,-200.0,1.0
392,-200.0,1.0
393,-200.0,1.0
394,-200.0,1.0
395,-200.0,1.0
396,-200.0,1.0
397,-200.0,1.0
398,-200.0,1.0
399,-200.0,1.0
400,-200.0,1.0
401,-200.0,1.0
402,-200.0,1.0
403,-200.0,1.0
404,-200.0,1.0
405,-200.0,1.0
406,-200.0,1.0
407,-200.0,1.0
408,-200.0,1.0
409,-200.0,1.0
410,-200.0,1.0
411,-200.0,1.0
412,-200.0,1.0
413,-200.0,1.0
414,-200.0,1.0
415,-200.0,1.0
416,-200.0,1.0
417,-200.0,1.0
418,-200.0,1.0
419,-200.0,1.0
420,-200.0,1.0
421,-200.0,1.0
422,-200.0,1.0
423,-200.0,1.0
424,-200.0,1.0
425,-200.0,1.0
426,-200.0,1.0
427,-200.0,1.0
428,-200.0,1.0
429,-200.0,1.0
430,-200.0,1.0
431,-200.0,1.0
432,-200.0,1.0
433,-200.0,1.0
434,-200.0,1.0
435,-200.0,1.0
436,-200.0,1.0
437,-200.0,1.0
438,-200.0,1.0
439,-200.0,1.0
440,-200.0,1.0
441,-200.0,1.0
442,-200.0,1.0
443,-200.0,1.0
444,-200.0,1.0
445,-200.0,1.0
446,-200.0,1.0
447,-200.0,1.0
448,-200.0,1.0
449,-200.0,1.0
450,-200.0,1.0
451,-200.0,1.0
452,-200.0,1.0
453,-200.0,1.0
454,-200.0,1.0
455,-200.0,1.0
456,-200.0,1.0
457,-200.0,1.0
458,-200.0,1.0
459,-200.0,1.0
460,-200.0,1.0
461,-200.0,1.0
462,-200.0,1.0
463,-200.0,1.0
464,-200.0,1.0
465,-200.0,1.0
466,-200.0,1.0
467,-200.0,1.0
468,-200.0,1.0
469,-200.0,1.0
470,-200.0,1.0
471,-200.0,1.0
472,-200.0,1.0
473,-200.0,1.0
474,-200.0,1.0
475,-200.0,1.0
476,-200.0,1.0
477,-200.0,1.0
478,-200.0,1.0
479,-200.0,1.0
480,-200.0,1.0
481,-200.0,1.0
482,-200.0,1.0
483,-200.0,1.0
484,-200.0,1.0
485,-200.0,1.0
486,-200.0,1.0
487,-200.0,1.0
488,-200.0,1.0
489,-200.0,1.0
490,-200.0,1.0
491,-200.0,1.0
492,-200.0,1.0
